ID	Species	Category	Names	Origin
s1808	Glycine max (L.) Merr.	Improved cultivar	Zheng Zhang Jiao No.14	China, He Nan
s1809	Glycine max (L.) Merr.	Improved cultivar	Zheng 92116	China, He Nan
s1810	Glycine max (L.) Merr.	Improved cultivar	Zheng 4066	China, He Nan
s1811	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.5	China, He Nan
s1812	Glycine max (L.) Merr.	Improved cultivar	Zheng No.100	China, He Nan
s1813	Glycine max (L.) Merr.	Improved cultivar	Zhou 0496	China, He Nan
s1814	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.16 -1	China, He Nan
s1815	Glycine max (L.) Merr.	Improved cultivar	Zheng Dou No.30	China, He Nan
s1816	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.6	China, He Nan
s1817	Glycine max (L.) Merr.	Improved cultivar	Zheng Jiao 9525	China, He Nan
s1818	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.3	China, He Nan
s1819	Glycine max (L.) Merr.	Improved cultivar	Shang Qiu 64-0	China, He Nan
s1820	Glycine max (L.) Merr.	Improved cultivar	Shang Qiu 1099	China, He Nan
s1821	Glycine max (L.) Merr.	Improved cultivar	Zhou 022121	China, He Nan
s1822	Glycine max (L.) Merr.	Improved cultivar	Pu Hai No.10 -1	China, He Nan
s1823	Glycine max (L.) Merr.	Improved cultivar	Zheng 90007	China, He Nan
s1824	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.4	China, He Nan
s1825	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.26	China, He Nan
s1826	Glycine max (L.) Merr.	Improved cultivar	Zheng 99048	China, He Nan
s1827	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.13	China, He Nan
s1828	Glycine max (L.) Merr.	Improved cultivar	Zhou 7327-118	China, He Nan
s1829	Glycine max (L.) Merr.	Improved cultivar	Zheng 581320	China, He Nan
s1830	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.1	China, He Nan
s1831	Glycine max (L.) Merr.	Improved cultivar	Zhou 96£¨21£©227	China, He Nan
s1832	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.19	China, He Nan
s1833	Glycine max (L.) Merr.	Improved cultivar	Zheng Jiao No.107	China, He Nan
s1834	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.29	China, He Nan
s1835	Glycine max (L.) Merr.	Improved cultivar	Zhou Dou No.16	China, He Nan
s1836	Glycine max (L.) Merr.	Improved cultivar	Shang Qiu 85225	China, He Nan
s1837	Glycine max (L.) Merr.	Improved cultivar	Qin Jian No.6	China, He Nan
s1838	Glycine max (L.) Merr.	Improved cultivar	Zheng 8516	China, He Nan
s1839	Glycine max (L.) Merr.	Improved cultivar	Zhou Dou 04012	China, He Nan
s1840	Glycine max (L.) Merr.	Improved cultivar	Shang Qiu 4212	China, He Nan
s1841	Glycine max (L.) Merr.	Improved cultivar	Zheng 94059	China, He Nan
s1842	Glycine max (L.) Merr.	Improved cultivar	Zheng 86506	China, He Nan
s1843	Glycine max (L.) Merr.	Improved cultivar	Zheng No.133	China, He Nan
s1844	Glycine max (L.) Merr.	Improved cultivar	Zheng 3074	China, He Nan
s1845	Glycine max (L.) Merr.	Improved cultivar	Zhou 01771	China, He Nan
s1846	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.23	China, He Nan
s1847	Glycine max (L.) Merr.	Improved cultivar	Zhu Dou 9715	China, He Nan
s1848	Glycine max (L.) Merr.	Improved cultivar	Pu Hai No.10  -2	China, He Nan
s1849	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.17	China, He Nan
s1850	Glycine max (L.) Merr.	Improved cultivar	Zheng 77249	China, He Nan
s1851	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.21	China, He Nan
s1852	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.15	China, He Nan
s1853	Glycine max (L.) Merr.	Improved cultivar	Zhou Li No.2	China, He Nan
s1854	Glycine max (L.) Merr.	Improved cultivar	Zheng No.196 -1	China, He Nan
s1855	Glycine max (L.) Merr.	Improved cultivar	Zheng 92116-6	China, He Nan
s1856	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.20	China, He Nan
s1857	Glycine max (L.) Merr.	Improved cultivar	Zheng 02060-0-7-2	China, He Nan
s1858	Glycine max (L.) Merr.	Improved cultivar	Yu Dou No.24	China, He Nan
s1859	Glycine max (L.) Merr.	Improved cultivar	Zhou 002321	China, He Nan
s1860	Glycine max (L.) Merr.	Improved cultivar	Zheng Zhou No.126	China, He Nan
s1861	Glycine max (L.) Merr.	Improved cultivar	Zhu Dou No.19	China, He Nan
s1862	Glycine max (L.) Merr.	Improved cultivar	Zhou Dou No.23	China, He Nan
s1863	Glycine max (L.) Merr.	Improved cultivar	Zheng No.196 -2	China, He Nan
s1864	Glycine max (L.) Merr.	Improved cultivar	Shang Dou 1310	China, He Nan
s1865	Glycine max (L.) Merr.	Improved cultivar	Pu Dou 857	China, He Nan
s1866	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.15	China, Hei Long Jiang
s1867	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.8	China, Hei Long Jiang
s1868	Glycine max (L.) Merr.	Improved cultivar	Kang Xian No.2	China, Hei Long Jiang
s1869	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.42	China, Hei Long Jiang
s1870	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.20	China, Hei Long Jiang
s1871	Glycine max (L.) Merr.	Improved cultivar	Xiao Li Dou No.9	China, Hei Long Jiang
s1872	Glycine max (L.) Merr.	Improved cultivar	Nen Feng No.15	China, Hei Long Jiang
s1873	Glycine max (L.) Merr.	Improved cultivar	He Feng No.39	China, Hei Long Jiang
s1874	Glycine max (L.) Merr.	Improved cultivar	Hei He No.27	China, Hei Long Jiang
s1875	Glycine max (L.) Merr.	Improved cultivar	He Feng No.43	China, Hei Long Jiang
s1876	Glycine max (L.) Merr.	Improved cultivar	He Feng No.40	China, Hei Long Jiang
s1877	Glycine max (L.) Merr.	Improved cultivar	He Feng No.45	China, Hei Long Jiang
s1878	Glycine max (L.) Merr.	Improved cultivar	He Feng No.55	China, Hei Long Jiang
s1879	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.48	China, Hei Long Jiang
s1880	Glycine max (L.) Merr.	Improved cultivar	He Feng No.29	China, Hei Long Jiang
s1881	Glycine max (L.) Merr.	Improved cultivar	Hei He No.43	China, Hei Long Jiang
s1882	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.53	China, Hei Long Jiang
s1883	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.23	China, Hei Long Jiang
s1884	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.33	China, Hei Long Jiang
s1885	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.11	China, Hei Long Jiang
s1886	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.2	China, Hei Long Jiang
s1887	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.49	China, Hei Long Jiang
s1888	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.17	China, Hei Long Jiang
s1889	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.49	China, Hei Long Jiang
s1890	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.63	China, Hei Long Jiang
s1891	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.10	China, Hei Long Jiang
s1892	Glycine max (L.) Merr.	Improved cultivar	He Feng No.50	China, Hei Long Jiang
s1893	Glycine max (L.) Merr.	Improved cultivar	Hei He No.18	China, Hei Long Jiang
s1894	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.4	China, Hei Long Jiang
s1895	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.7	China, Hei Long Jiang
s1896	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.9	China, Hei Long Jiang
s1897	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.10	China, Hei Long Jiang
s1898	Glycine max (L.) Merr.	Improved cultivar	Nen Feng No.18	China, Hei Long Jiang
s1899	Glycine max (L.) Merr.	Improved cultivar	Hei He No.7	China, Hei Long Jiang
s1900	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.35	China, Hei Long Jiang
s1901	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.44	China, Hei Long Jiang
s1902	Glycine max (L.) Merr.	Improved cultivar	Hei He No.8	China, Hei Long Jiang
s1903	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.9	China, Hei Long Jiang
s1904	Glycine max (L.) Merr.	Improved cultivar	Bei Feng No.2	China, Hei Long Jiang
s1905	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.16 -2	China, Hei Long Jiang
s1906	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.5	China, Hei Long Jiang
s1907	Glycine max (L.) Merr.	Improved cultivar	Hei Jian No.1	China, Hei Long Jiang
s1908	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.35	China, Hei Long Jiang
s1909	Glycine max (L.) Merr.	Improved cultivar	He Feng No.38	China, Hei Long Jiang
s1910	Glycine max (L.) Merr.	Improved cultivar	Tie Feng No.18	China, Hei Long Jiang
s1911	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.12	China, Hei Long Jiang
s1912	Glycine max (L.) Merr.	Improved cultivar	Ke Jiao 112023	China, Hei Long Jiang
s1913	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.21	China, Hei Long Jiang
s1914	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.28	China, Hei Long Jiang
s1915	Glycine max (L.) Merr.	Improved cultivar	He Feng No.34	China, Hei Long Jiang
s1916	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.6	China, Hei Long Jiang
s1917	Glycine max (L.) Merr.	Improved cultivar	Hei He No.19	China, Hei Long Jiang
s1918	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.43	China, Hei Long Jiang
s1919	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.12	China, Hei Long Jiang
s1920	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.14 -1	China, Hei Long Jiang
s1921	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.17	China, Hei Long Jiang
s1922	Glycine max (L.) Merr.	Improved cultivar	He Dou No.3	China, Hei Long Jiang
s1923	Glycine max (L.) Merr.	Improved cultivar	Hei He No.24	China, Hei Long Jiang
s1924	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.1 -1	China, Hei Long Jiang
s1925	Glycine max (L.) Merr.	Improved cultivar	Sui Fu 095016	China, Hei Long Jiang
s1926	Glycine max (L.) Merr.	Improved cultivar	Dong Nong L202	China, Hei Long Jiang
s1927	Glycine max (L.) Merr.	Improved cultivar	He Dou No.2	China, Hei Long Jiang
s1928	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.34	China, Hei Long Jiang
s1929	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.37 -2	China, Hei Long Jiang
s1930	Glycine max (L.) Merr.	Improved cultivar	Bei Feng No.11	China, Hei Long Jiang
s1931	Glycine max (L.) Merr.	Improved cultivar	Hei He No.30	China, Hei Long Jiang
s1932	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.26	China, Hei Long Jiang
s1933	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.16 -1	China, Hei Long Jiang
s1934	Glycine max (L.) Merr.	Improved cultivar	Hei He No.47	China, Hei Long Jiang
s1935	Glycine max (L.) Merr.	Improved cultivar	Kang Xian No.4	China, Hei Long Jiang
s1936	Glycine max (L.) Merr.	Improved cultivar	Hei Jiao 092400	China, Hei Long Jiang
s1937	Glycine max (L.) Merr.	Improved cultivar	Ken Dou No.32	China, Hei Long Jiang
s1938	Glycine max (L.) Merr.	Improved cultivar	Hei Jiao 092145	China, Hei Long Jiang
s1939	Glycine max (L.) Merr.	Improved cultivar	Jiu Feng No.1	China, Hei Long Jiang
s1940	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.61	China, Hei Long Jiang
s1941	Glycine max (L.) Merr.	Improved cultivar	Hei He No.14	China, Hei Long Jiang
s1942	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.16	China, Hei Long Jiang
s1943	Glycine max (L.) Merr.	Improved cultivar	Hei He No.3	China, Hei Long Jiang
s1944	Glycine max (L.) Merr.	Improved cultivar	He Feng No.37	China, Hei Long Jiang
s1945	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.16	China, Hei Long Jiang
s1946	Glycine max (L.) Merr.	Improved cultivar	Hei He No.31	China, Hei Long Jiang
s1947	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.5	China, Hei Long Jiang
s1948	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.13	China, Hei Long Jiang
s1949	Glycine max (L.) Merr.	Improved cultivar	Sui Nong 14£­3	China, Hei Long Jiang
s1950	Glycine max (L.) Merr.	Improved cultivar	He Hang 2010239	China, Hei Long Jiang
s1951	Glycine max (L.) Merr.	Improved cultivar	Ken Dou No.26	China, Hei Long Jiang
s1952	Glycine max (L.) Merr.	Improved cultivar	He Feng No.24	China, Hei Long Jiang
s1953	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.26	China, Hei Long Jiang
s1954	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.38	China, Hei Long Jiang
s1955	Glycine max (L.) Merr.	Improved cultivar	Ken Dou No.31	China, Hei Long Jiang
s1956	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.13	China, Hei Long Jiang
s1957	Glycine max (L.) Merr.	Improved cultivar	PI 597440 B	China, Hei Long Jiang
s1958	Glycine max (L.) Merr.	Improved cultivar	Hei He No.39	China, Hei Long Jiang
s1959	Glycine max (L.) Merr.	Improved cultivar	He Feng No.23	China, Hei Long Jiang
s1960	Glycine max (L.) Merr.	Improved cultivar	Hei He No.26	China, Hei Long Jiang
s1961	Glycine max (L.) Merr.	Improved cultivar	Ken Dou No.28	China, Hei Long Jiang
s1962	Glycine max (L.) Merr.	Improved cultivar	Hei He No.45	China, Hei Long Jiang
s1963	Glycine max (L.) Merr.	Improved cultivar	He Feng No.36	China, Hei Long Jiang
s1964	Glycine max (L.) Merr.	Improved cultivar	He Jiao 11188	China, Hei Long Jiang
s1965	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.40	China, Hei Long Jiang
s1966	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.23	China, Hei Long Jiang
s1967	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.6	China, Hei Long Jiang
s1968	Glycine max (L.) Merr.	Improved cultivar	He Jiao 11881	China, Hei Long Jiang
s1969	Glycine max (L.) Merr.	Improved cultivar	Sui 093690	China, Hei Long Jiang
s1970	Glycine max (L.) Merr.	Improved cultivar	Ke Jiao 10268	China, Hei Long Jiang
s1971	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.15	China, Hei Long Jiang
s1972	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.54	China, Hei Long Jiang
s1973	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.54	China, Hei Long Jiang
s1974	Glycine max (L.) Merr.	Improved cultivar	He Feng No.44	China, Hei Long Jiang
s1975	Glycine max (L.) Merr.	Improved cultivar	Ke Jiao 11304	China, Hei Long Jiang
s1976	Glycine max (L.) Merr.	Improved cultivar	Ha 89015	China, Hei Long Jiang
s1977	Glycine max (L.) Merr.	Improved cultivar	He Feng No.47	China, Hei Long Jiang
s1978	Glycine max (L.) Merr.	Improved cultivar	Jin Yuan No.55 -1	China, Hei Long Jiang
s1979	Glycine max (L.) Merr.	Improved cultivar	Hui Nong 0810	China, Hei Long Jiang
s1980	Glycine max (L.) Merr.	Improved cultivar	Hei He No.12	China, Hei Long Jiang
s1981	Glycine max (L.) Merr.	Improved cultivar	Hei He No.15	China, Hei Long Jiang
s1982	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.30	China, Hei Long Jiang
s1983	Glycine max (L.) Merr.	Improved cultivar	Sui 02339	China, Hei Long Jiang
s1984	Glycine max (L.) Merr.	Improved cultivar	Ke Jiao 091724	China, Hei Long Jiang
s1985	Glycine max (L.) Merr.	Improved cultivar	Bei Feng No.8	China, Hei Long Jiang
s1986	Glycine max (L.) Merr.	Improved cultivar	Hei He No.9	China, Hei Long Jiang
s1987	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.22	China, Hei Long Jiang
s1988	Glycine max (L.) Merr.	Improved cultivar	Sui 093577	China, Hei Long Jiang
s1989	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.20	China, Hei Long Jiang
s1990	Glycine max (L.) Merr.	Improved cultivar	Hei He No.28	China, Hei Long Jiang
s1991	Glycine max (L.) Merr.	Improved cultivar	Hei He No.38	China, Hei Long Jiang
s1992	Glycine max (L.) Merr.	Improved cultivar	Hei He No.10	China, Hei Long Jiang
s1993	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.46	China, Hei Long Jiang
s1994	Glycine max (L.) Merr.	Improved cultivar	He N12-834	China, Hei Long Jiang
s1995	Glycine max (L.) Merr.	Improved cultivar	Hei He No.53	China, Hei Long Jiang
s1996	Glycine max (L.) Merr.	Improved cultivar	Hei He No.37	China, Hei Long Jiang
s1997	Glycine max (L.) Merr.	Improved cultivar	He Jiao 2010230	China, Hei Long Jiang
s1998	Glycine max (L.) Merr.	Improved cultivar	Hei He No.52	China, Hei Long Jiang
s1999	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.4	China, Hei Long Jiang
s2000	Glycine max (L.) Merr.	Improved cultivar	Hei He No.49	China, Hei Long Jiang
s2001	Glycine max (L.) Merr.	Improved cultivar	Bei Feng No.9	China, Hei Long Jiang
s2002	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.42	China, Hei Long Jiang
s2003	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.65 -1	China, Hei Long Jiang
s2004	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.46	China, Hei Long Jiang
s2005	Glycine max (L.) Merr.	Improved cultivar	Bei Feng No.14	China, Hei Long Jiang
s2006	Glycine max (L.) Merr.	Improved cultivar	Dong Nong 1125	China, Hei Long Jiang
s2007	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.18	China, Hei Long Jiang
s2008	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.45	China, Hei Long Jiang
s2009	Glycine max (L.) Merr.	Improved cultivar	Hei He No.5	China, Hei Long Jiang
s2010	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.54	China, Hei Long Jiang
s2011	Glycine max (L.) Merr.	Improved cultivar	Hei Long Jiang No.41 -1	China, Hei Long Jiang
s2012	Glycine max (L.) Merr.	Improved cultivar	Ha 96016	China, Hei Long Jiang
s2013	Glycine max (L.) Merr.	Improved cultivar	Ke Jiao 11-1124	China, Hei Long Jiang
s2014	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.5	China, Hei Long Jiang
s2015	Glycine max (L.) Merr.	Improved cultivar	Hei He No.51	China, Hei Long Jiang
s2016	Glycine max (L.) Merr.	Improved cultivar	Ke Shan No.1	China, Hei Long Jiang
s2017	Glycine max (L.) Merr.	Improved cultivar	Hei He No.41	China, Hei Long Jiang
s2018	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.17	China, Hei Long Jiang
s2019	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.53	China, Hei Long Jiang
s2020	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.19	China, Hei Long Jiang
s2021	Glycine max (L.) Merr.	Improved cultivar	Sui 02336	China, Hei Long Jiang
s2022	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.24	China, Hei Long Jiang
s2023	Glycine max (L.) Merr.	Improved cultivar	Hong Feng No.11	China, Hei Long Jiang
s2024	Glycine max (L.) Merr.	Improved cultivar	Hei He No.40	China, Hei Long Jiang
s2025	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.19	China, Hei Long Jiang
s2026	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.1 -2	China, Hei Long Jiang
s2027	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.12	China, Hei Long Jiang
s2028	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.56	China, Hei Long Jiang
s2029	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.33	China, Hei Long Jiang
s2030	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.35	China, Hei Long Jiang
s2031	Glycine max (L.) Merr.	Improved cultivar	Sui Nong No.12	China, Hei Long Jiang
s2032	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.56	China, Hei Long Jiang
s2033	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.55	China, Hei Long Jiang
s2034	Glycine max (L.) Merr.	Improved cultivar	Ke Fu 11707	China, Hei Long Jiang
s2035	Glycine max (L.) Merr.	Improved cultivar	Ha No.969	China, Hei Long Jiang
s2036	Glycine max (L.) Merr.	Improved cultivar	Ken Dou No.34	China, Hei Long Jiang
s2037	Glycine max (L.) Merr.	Improved cultivar	Ha 91016 -1	China, Hei Long Jiang
s2038	Glycine max (L.) Merr.	Improved cultivar	Jiu Feng No.6	China, Hei Long Jiang
s2039	Glycine max (L.) Merr.	Improved cultivar	Jiu Nong No.24	China, Hei Long Jiang
s2040	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.24	China, Hei Long Jiang
s2041	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.23	China, Hei Long Jiang
s2042	Glycine max (L.) Merr.	Improved cultivar	Hei He No.20	China, Hei Long Jiang
s2043	Glycine max (L.) Merr.	Improved cultivar	Hei He No.17	China, Hei Long Jiang
s2044	Glycine max (L.) Merr.	Improved cultivar	He 0201667	China, Hei Long Jiang
s2045	Glycine max (L.) Merr.	Improved cultivar	Hei He No.13	China, Hei Long Jiang
s2046	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.19	China, Hei Long Jiang
s2047	Glycine max (L.) Merr.	Improved cultivar	Hei He No.34	China, Hei Long Jiang
s2048	Glycine max (L.) Merr.	Improved cultivar	Dong Nong 0112	China, Hei Long Jiang
s2049	Glycine max (L.) Merr.	Improved cultivar	He Feng No.42	China, Hei Long Jiang
s2050	Glycine max (L.) Merr.	Improved cultivar	PI 597440 C	China, Hei Long Jiang
s2051	Glycine max (L.) Merr.	Improved cultivar	Hei He No.32	China, Hei Long Jiang
s2052	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.38	China, Hei Long Jiang
s2053	Glycine max (L.) Merr.	Improved cultivar	Ken Jian No.28	China, Hei Long Jiang
s2054	Glycine max (L.) Merr.	Improved cultivar	Hei He No.16	China, Hei Long Jiang
s2055	Glycine max (L.) Merr.	Improved cultivar	Ke Jiao 09333	China, Hei Long Jiang
s2056	Glycine max (L.) Merr.	Improved cultivar	Ke 12-1050	China, Hei Long Jiang
s2057	Glycine max (L.) Merr.	Improved cultivar	Bei Dou No.36	China, Hei Long Jiang
s2058	Glycine max (L.) Merr.	Improved cultivar	He Jiao 2010651	China, Hei Long Jiang
s2059	Glycine max (L.) Merr.	Improved cultivar	Ken Feng No.22	China, Hei Long Jiang
s2060	Glycine max (L.) Merr.	Improved cultivar	Hei He No.29	China, Hei Long Jiang
s2061	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.163	China, Hei Long Jiang
s2062	Glycine max (L.) Merr.	Improved cultivar	Dong Nong No.61	China, Hei Long Jiang
s2063	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.66	China, Hei Long Jiang
s2064	Glycine max (L.) Merr.	Improved cultivar	Hei Nong No.52	China, Hei Long Jiang
s2065	Glycine max (L.) Merr.	Improved cultivar	Feng Shou No.20	China, Hei Long Jiang
s2066	Glycine max (L.) Merr.	Improved cultivar	Hei He No.23	China, Hei Long Jiang
